label,message,processed_message
0,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish
0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,alright thanks advice enjoy night ima try get sleep
0,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,stand away doesnt heart ache without dont wonder dont crave
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kiss
0,K:)k.are you in college?,kkare college
1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop
0,Huh means computational science... Y they like dat one push here n there...,huh mean computational science like dat one push n
0,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",oh grand bit party doesnt mention cover charge probably first come first served
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",need th im campus atm could pick hour two
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",doesnt make sense take unless free need know wikipediacom
0,Where you. What happen,happen
0,Super da:)good replacement for murali,super dagood replacement murali
0,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,im putting ready lttimegt
1,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentine day special win quiz take partner trip lifetime send go pmsg rcvd custcare
0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes speak txt u hmm u get email
0,Where are you ? You said you would be here when I woke ... :-(,said would woke
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",christmas occasion celebrated reflection ur value desire affectionsamp tradition ideal christmas
0,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,gr handle victoria island traffic plus whens album due
0,S:-)kallis wont play in first two odi:-),skallis wont play first two odi
0,Ok lor. I'm in town now lei.,ok lor im town lei
0,It is only yesterday true true.,yesterday true true
0,It shall be fine. I have avalarr now. Will hollalater,shall fine avalarr hollalater
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u secret admirer looking make contact ufind rreveal think ur specialcall
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni dearslp welltake careswt dreamsmuah
0,Do you always celebrate NY's with your family ?,always celebrate ny family
0,Cps is causing the outages to conserve energy.,cps causing outage conserve energy
0,I dont understand your message.,dont understand message
0,Donât give a flying monkeys wot they think and I certainly donât mind. Any friend of mine and all that!,dont give flying monkey wot think certainly dont mind friend mine
0,Check wid corect speling i.e. Sarcasm,check wid corect speling ie sarcasm
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
0,Where's my boytoy? I miss you ... What happened?,wheres boytoy miss happened
0,Then why no one talking to me,one talking
0,Yes:)here tv is always available in work place..,yeshere tv always available work place
0,Both :) i shoot big loads so get ready!,shoot big load get ready
0,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,congrats thats great wanted tell tell score co might make relax motivating thanks sharing
0,"THATÂS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONÂT WORRY.C U L8TR HUN!LOVE Yaxxx",thats alrite girl u know gail neva wrongtake care sweet dont worryc u ltr hunlove yaxxx
0,Today am going to college so am not able to atten the class.,today going college able atten class
0,Ok no prob...,ok prob
0,Hi.what you think about match?,hiwhat think match
0,Huh i cant thk of more oredi how many pages do we have?,huh cant thk oredi many page
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,im really really broke oh amount small even ltgt
0,Get me out of this dump heap. My mom decided to come to lowes. BORING.,get dump heap mom decided come lowes boring
0,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
0,Hanging out with my brother and his family,hanging brother family
0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm im going wear sport shoe anyway im going late leh
0,Ok. So april. Cant wait,ok april cant wait
0,Tmr then Ã¼ brin lar... Aiya later i come n c lar... Mayb Ã¼ neva set properly Ã¼ got da help sheet wif Ã¼...,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif
0,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup need ill jus wait e rain stop
1,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only Â£1.50/wk.",free ring tone text polys every week get new tone yr wk
0,* Am on a train back from northampton so i'm afraid not!,train back northampton im afraid
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way work ltgt year old hope doesnt bother
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call
0,"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry held prasad
0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,getting threat sale executive shifad raised complaint official message
0,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ill see swing bit got thing take care firsg
0,K and you're sure I don't have to have consent forms to do it :V,k youre sure dont consent form v
0,"Sorry, I'll call later",sorry ill call later
1,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.,today vodafone number ending selected receive award number match call receive award
0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",im cant give everything want need actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas tank yes im stressed depressed didnt even call home thanksgiving cuz ill tell im nothing
0,have got * few things to do. may be in * pub later.,got thing may pub later
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,woke yeesh late didnt fall asleep til ltgt
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine go bathe hav steam bath
0,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin tsunami occur rajnikant stopped swimming indian oceand
0,I emailed yifeng my part oredi.. Can Ã¼ get it fr him..,emailed yifeng part oredi get fr
0,How do you guys go to see movies on your side.,guy go see movie side
0,"Come to mu, we're sorting out our narcotics situation",come mu sorting narcotic situation
0,"I'm a guy, browsin is compulsory",im guy browsin compulsory
0,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",keep seeing weird shit bein woah realising actually reasonable im oh
0,Ã all write or wat..,write wat
1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim win utxt rply chat hlp msgp rcv
0,"What i mean was i left too early to check, cos i'm working a 9-6.",mean left early check co im working
0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã¼ r done.,im school n ill da lab stuff give call r done
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
